1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
788, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
789, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
790, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
791, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
792, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
793, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 10, 1, 4
794, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
795, none, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
796, none, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
797, none, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
798, none, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
799, none, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
800, swamp, hexerei:willow_swamp, MONSTER, minecraft:spider, 80, 4, 4
801, swamp, hexerei:willow_swamp, MONSTER, minecraft:zombie, 80, 4, 4
802, swamp, hexerei:willow_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
803, swamp, hexerei:willow_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
804, swamp, hexerei:willow_swamp, MONSTER, minecraft:creeper, 80, 4, 4
805, swamp, hexerei:willow_swamp, MONSTER, minecraft:slime, 80, 4, 4
806, swamp, hexerei:willow_swamp, MONSTER, minecraft:enderman, 5, 1, 4
807, swamp, hexerei:willow_swamp, MONSTER, minecraft:witch, 5, 1, 1
808, swamp, hexerei:willow_swamp, MONSTER, minecraft:slime, 10, 1, 1
809, swamp, hexerei:willow_swamp, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
810, swamp, hexerei:willow_swamp, CREATURE, minecraft:sheep, 12, 4, 4
811, swamp, hexerei:willow_swamp, CREATURE, minecraft:pig, 10, 4, 4
812, swamp, hexerei:willow_swamp, CREATURE, minecraft:chicken, 10, 4, 4
813, swamp, hexerei:willow_swamp, CREATURE, minecraft:cow, 10, 4, 4
814, swamp, hexerei:willow_swamp, CREATURE, minecraft:frog, 10, 2, 5
815, swamp, hexerei:willow_swamp, CREATURE, whisperwoods:wisp, 13, 1, 3
816, swamp, hexerei:willow_swamp, AMBIENT, minecraft:bat, 10, 8, 8
817, swamp, hexerei:willow_swamp, AMBIENT, minecraft:bat, 10, 8, 8
818, swamp, hexerei:willow_swamp, AMBIENT, whisperwoods:moth, 10, 1, 3
819, swamp, hexerei:willow_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
820, swamp, hexerei:willow_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
821, none, wythers:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
822, none, wythers:volcanic_crater, MONSTER, minecraft:zombie, 19, 4, 4
823, none, wythers:volcanic_crater, MONSTER, minecraft:zombie_villager, 10, 1, 1
824, none, wythers:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
825, none, wythers:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
826, none, wythers:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
827, none, wythers:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
828, none, wythers:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
829, none, wythers:volcanic_crater, MONSTER, minecraft:husk, 80, 4, 4
830, none, wythers:volcanic_crater, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
831, none, wythers:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
832, none, wythers:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
833, none, wythers:icy_volcano, MONSTER, minecraft:spider, 80, 4, 4
834, none, wythers:icy_volcano, MONSTER, minecraft:zombie, 19, 4, 4
835, none, wythers:icy_volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
836, none, wythers:icy_volcano, MONSTER, minecraft:skeleton, 80, 4, 4
837, none, wythers:icy_volcano, MONSTER, minecraft:creeper, 80, 4, 4
838, none, wythers:icy_volcano, MONSTER, minecraft:slime, 80, 4, 4
839, none, wythers:icy_volcano, MONSTER, minecraft:enderman, 5, 1, 4
840, none, wythers:icy_volcano, MONSTER, minecraft:witch, 5, 1, 1
841, none, wythers:icy_volcano, MONSTER, minecraft:husk, 80, 4, 4
842, none, wythers:icy_volcano, AMBIENT, minecraft:bat, 10, 8, 8
843, none, wythers:icy_volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
844, extreme_hills, wythers:volcano, MONSTER, minecraft:spider, 80, 4, 4
845, extreme_hills, wythers:volcano, MONSTER, minecraft:zombie, 19, 4, 4
846, extreme_hills, wythers:volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
847, extreme_hills, wythers:volcano, MONSTER, minecraft:skeleton, 80, 4, 4
848, extreme_hills, wythers:volcano, MONSTER, minecraft:creeper, 80, 4, 4
849, extreme_hills, wythers:volcano, MONSTER, minecraft:slime, 80, 4, 4
850, extreme_hills, wythers:volcano, MONSTER, minecraft:enderman, 5, 1, 4
851, extreme_hills, wythers:volcano, MONSTER, minecraft:witch, 5, 1, 1
852, extreme_hills, wythers:volcano, MONSTER, minecraft:husk, 80, 4, 4
853, extreme_hills, wythers:volcano, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
854, extreme_hills, wythers:volcano, AMBIENT, minecraft:bat, 10, 8, 8
855, extreme_hills, wythers:volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
856, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:spider, 80, 4, 4
857, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:zombie, 19, 4, 4
858, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:zombie_villager, 10, 1, 1
859, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:skeleton, 80, 4, 4
860, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:creeper, 80, 4, 4
861, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:slime, 80, 4, 4
862, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:enderman, 5, 1, 4
863, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:witch, 5, 1, 1
864, extreme_hills, wythers:tropical_volcano, MONSTER, minecraft:husk, 80, 4, 4
865, extreme_hills, wythers:tropical_volcano, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
866, extreme_hills, wythers:tropical_volcano, AMBIENT, minecraft:bat, 10, 8, 8
867, extreme_hills, wythers:tropical_volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
868, none, wythers:frozen_island, MONSTER, minecraft:spider, 80, 4, 4
869, none, wythers:frozen_island, MONSTER, minecraft:zombie, 80, 4, 4
870, none, wythers:frozen_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
871, none, wythers:frozen_island, MONSTER, minecraft:skeleton, 80, 4, 4
872, none, wythers:frozen_island, MONSTER, minecraft:creeper, 80, 4, 4
873, none, wythers:frozen_island, MONSTER, minecraft:slime, 80, 4, 4
874, none, wythers:frozen_island, MONSTER, minecraft:enderman, 5, 1, 4
875, none, wythers:frozen_island, MONSTER, minecraft:witch, 5, 1, 1
876, none, wythers:frozen_island, AMBIENT, minecraft:bat, 10, 8, 8
877, none, wythers:frozen_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
878, none, wythers:frigid_island, MONSTER, minecraft:spider, 80, 4, 4
879, none, wythers:frigid_island, MONSTER, minecraft:zombie, 80, 4, 4
880, none, wythers:frigid_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
881, none, wythers:frigid_island, MONSTER, minecraft:skeleton, 80, 4, 4
882, none, wythers:frigid_island, MONSTER, minecraft:creeper, 80, 4, 4
883, none, wythers:frigid_island, MONSTER, minecraft:slime, 80, 4, 4
884, none, wythers:frigid_island, MONSTER, minecraft:enderman, 5, 1, 4
885, none, wythers:frigid_island, MONSTER, minecraft:witch, 5, 1, 1
886, none, wythers:frigid_island, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
887, none, wythers:frigid_island, CREATURE, minecraft:polar_bear, 10, 1, 2
888, none, wythers:frigid_island, AMBIENT, minecraft:bat, 10, 8, 8
889, none, wythers:frigid_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
890, taiga, wythers:cold_island, MONSTER, minecraft:spider, 80, 4, 4
891, taiga, wythers:cold_island, MONSTER, minecraft:zombie, 80, 4, 4
892, taiga, wythers:cold_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
893, taiga, wythers:cold_island, MONSTER, minecraft:skeleton, 80, 4, 4
894, taiga, wythers:cold_island, MONSTER, minecraft:creeper, 80, 4, 4
895, taiga, wythers:cold_island, MONSTER, minecraft:slime, 80, 4, 4
896, taiga, wythers:cold_island, MONSTER, minecraft:enderman, 5, 1, 4
897, taiga, wythers:cold_island, MONSTER, minecraft:witch, 5, 1, 1
898, taiga, wythers:cold_island, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
899, taiga, wythers:cold_island, CREATURE, minecraft:sheep, 12, 4, 4
900, taiga, wythers:cold_island, CREATURE, minecraft:pig, 10, 4, 4
901, taiga, wythers:cold_island, CREATURE, minecraft:chicken, 10, 4, 4
902, taiga, wythers:cold_island, CREATURE, minecraft:cow, 10, 4, 4
903, taiga, wythers:cold_island, CREATURE, minecraft:wolf, 10, 4, 4
904, taiga, wythers:cold_island, CREATURE, minecraft:rabbit, 10, 2, 3
905, taiga, wythers:cold_island, CREATURE, minecraft:fox, 10, 2, 4
906, taiga, wythers:cold_island, AMBIENT, minecraft:bat, 10, 8, 8
907, taiga, wythers:cold_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
908, none, wythers:temperate_island, MONSTER, minecraft:spider, 80, 4, 4
909, none, wythers:temperate_island, MONSTER, minecraft:zombie, 80, 4, 4
910, none, wythers:temperate_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
911, none, wythers:temperate_island, MONSTER, minecraft:skeleton, 80, 4, 4
912, none, wythers:temperate_island, MONSTER, minecraft:creeper, 80, 4, 4
913, none, wythers:temperate_island, MONSTER, minecraft:slime, 80, 4, 4
914, none, wythers:temperate_island, MONSTER, minecraft:enderman, 5, 1, 4
915, none, wythers:temperate_island, MONSTER, minecraft:witch, 5, 1, 1
916, none, wythers:temperate_island, CREATURE, minecraft:sheep, 12, 4, 4
917, none, wythers:temperate_island, CREATURE, minecraft:pig, 10, 4, 4
918, none, wythers:temperate_island, CREATURE, minecraft:chicken, 10, 4, 4
919, none, wythers:temperate_island, CREATURE, minecraft:cow, 10, 4, 4
920, none, wythers:temperate_island, CREATURE, minecraft:wolf, 10, 4, 4
921, none, wythers:temperate_island, AMBIENT, minecraft:bat, 10, 8, 8
922, none, wythers:temperate_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
923, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:spider, 80, 4, 4
924, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:zombie, 80, 4, 4
925, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:zombie_villager, 10, 1, 1
926, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:skeleton, 80, 4, 4
927, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:creeper, 80, 4, 4
928, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:slime, 80, 4, 4
929, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:enderman, 5, 1, 4
930, none, wythers:mediterranean_island_thermal_springs, MONSTER, minecraft:witch, 5, 1, 1
931, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:chicken, 10, 4, 4
932, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:cow, 10, 4, 4
933, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:horse, 10, 2, 6
934, none, wythers:mediterranean_island_thermal_springs, CREATURE, minecraft:donkey, 10, 1, 3
935, none, wythers:mediterranean_island_thermal_springs, AMBIENT, minecraft:bat, 10, 8, 8
936, none, wythers:mediterranean_island_thermal_springs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
937, none, wythers:desert_island, MONSTER, minecraft:spider, 80, 4, 4
938, none, wythers:desert_island, MONSTER, minecraft:zombie, 80, 4, 4
939, none, wythers:desert_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
940, none, wythers:desert_island, MONSTER, minecraft:skeleton, 80, 4, 4
941, none, wythers:desert_island, MONSTER, minecraft:creeper, 80, 4, 4
942, none, wythers:desert_island, MONSTER, minecraft:slime, 80, 4, 4
943, none, wythers:desert_island, MONSTER, minecraft:enderman, 5, 1, 4
944, none, wythers:desert_island, MONSTER, minecraft:witch, 5, 1, 1
945, none, wythers:desert_island, CREATURE, minecraft:chicken, 10, 4, 4
946, none, wythers:desert_island, CREATURE, minecraft:cow, 10, 4, 4
947, none, wythers:desert_island, CREATURE, minecraft:horse, 10, 2, 6
948, none, wythers:desert_island, CREATURE, minecraft:donkey, 10, 1, 3
949, none, wythers:desert_island, AMBIENT, minecraft:bat, 10, 8, 8
950, none, wythers:desert_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
951, jungle, wythers:jungle_island, MONSTER, minecraft:spider, 80, 4, 4
952, jungle, wythers:jungle_island, MONSTER, minecraft:zombie, 80, 4, 4
953, jungle, wythers:jungle_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
954, jungle, wythers:jungle_island, MONSTER, minecraft:skeleton, 80, 4, 4
955, jungle, wythers:jungle_island, MONSTER, minecraft:creeper, 80, 4, 4
956, jungle, wythers:jungle_island, MONSTER, minecraft:slime, 80, 4, 4
957, jungle, wythers:jungle_island, MONSTER, minecraft:enderman, 5, 1, 4
958, jungle, wythers:jungle_island, MONSTER, minecraft:witch, 5, 1, 1
959, jungle, wythers:jungle_island, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
960, jungle, wythers:jungle_island, CREATURE, minecraft:pig, 10, 4, 4
961, jungle, wythers:jungle_island, CREATURE, minecraft:chicken, 10, 4, 4
962, jungle, wythers:jungle_island, CREATURE, minecraft:chicken, 10, 4, 4
963, jungle, wythers:jungle_island, CREATURE, minecraft:parrot, 40, 1, 2
964, jungle, wythers:jungle_island, AMBIENT, minecraft:bat, 10, 8, 8
965, jungle, wythers:jungle_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
966, jungle, wythers:jungle_island, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
967, jungle, wythers:jungle_island, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
968, jungle, wythers:jungle_island, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
969, jungle, wythers:mushroom_island, MONSTER, minecraft:spider, 80, 4, 4
970, jungle, wythers:mushroom_island, MONSTER, minecraft:zombie, 80, 4, 4
971, jungle, wythers:mushroom_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
972, jungle, wythers:mushroom_island, MONSTER, minecraft:skeleton, 80, 4, 4
973, jungle, wythers:mushroom_island, MONSTER, minecraft:creeper, 80, 4, 4
974, jungle, wythers:mushroom_island, MONSTER, minecraft:slime, 80, 4, 4
975, jungle, wythers:mushroom_island, MONSTER, minecraft:enderman, 5, 1, 4
976, jungle, wythers:mushroom_island, MONSTER, minecraft:witch, 5, 1, 1
977, jungle, wythers:mushroom_island, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
978, jungle, wythers:mushroom_island, CREATURE, minecraft:mooshroom, 10, 4, 50
979, jungle, wythers:mushroom_island, CREATURE, minecraft:pig, 10, 4, 4
980, jungle, wythers:mushroom_island, CREATURE, minecraft:chicken, 10, 4, 4
981, jungle, wythers:mushroom_island, CREATURE, minecraft:parrot, 40, 1, 2
982, jungle, wythers:mushroom_island, AMBIENT, minecraft:bat, 10, 8, 8
983, jungle, wythers:mushroom_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
984, jungle, wythers:mushroom_island, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
985, jungle, wythers:mushroom_island, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
986, jungle, wythers:mushroom_island, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
987, none, wythers:mediterranean_island, MONSTER, minecraft:spider, 80, 4, 4
988, none, wythers:mediterranean_island, MONSTER, minecraft:zombie, 80, 4, 4
989, none, wythers:mediterranean_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
990, none, wythers:mediterranean_island, MONSTER, minecraft:skeleton, 80, 4, 4
991, none, wythers:mediterranean_island, MONSTER, minecraft:creeper, 80, 4, 4
992, none, wythers:mediterranean_island, MONSTER, minecraft:slime, 80, 4, 4
993, none, wythers:mediterranean_island, MONSTER, minecraft:enderman, 5, 1, 4
994, none, wythers:mediterranean_island, MONSTER, minecraft:witch, 5, 1, 1
995, none, wythers:mediterranean_island, CREATURE, minecraft:chicken, 10, 4, 4
996, none, wythers:mediterranean_island, CREATURE, minecraft:cow, 10, 4, 4
997, none, wythers:mediterranean_island, CREATURE, minecraft:horse, 10, 2, 6
998, none, wythers:mediterranean_island, CREATURE, minecraft:donkey, 10, 1, 3
999, none, wythers:mediterranean_island, AMBIENT, minecraft:bat, 10, 8, 8
1000, none, wythers:mediterranean_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1001, none, wythers:tropical_island, MONSTER, minecraft:spider, 80, 4, 4
1002, none, wythers:tropical_island, MONSTER, minecraft:zombie, 80, 4, 4
1003, none, wythers:tropical_island, MONSTER, minecraft:zombie_villager, 10, 1, 1
1004, none, wythers:tropical_island, MONSTER, minecraft:skeleton, 80, 4, 4
1005, none, wythers:tropical_island, MONSTER, minecraft:creeper, 80, 4, 4
1006, none, wythers:tropical_island, MONSTER, minecraft:slime, 80, 4, 4
1007, none, wythers:tropical_island, MONSTER, minecraft:enderman, 5, 1, 4
1008, none, wythers:tropical_island, MONSTER, minecraft:witch, 5, 1, 1
1009, none, wythers:tropical_island, CREATURE, minecraft:pig, 10, 4, 4
1010, none, wythers:tropical_island, CREATURE, minecraft:chicken, 10, 4, 4
1011, none, wythers:tropical_island, CREATURE, minecraft:chicken, 10, 4, 4
1012, none, wythers:tropical_island, CREATURE, minecraft:parrot, 40, 1, 2
1013, none, wythers:tropical_island, AMBIENT, minecraft:bat, 10, 8, 8
1014, none, wythers:tropical_island, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1015, none, wythers:tropical_island, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1016, none, wythers:tropical_island, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1017, none, wythers:tropical_island, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1018, ocean, wythers:icy_ocean, MONSTER, minecraft:spider, 80, 4, 4
1019, ocean, wythers:icy_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1020, ocean, wythers:icy_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1021, ocean, wythers:icy_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1022, ocean, wythers:icy_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1023, ocean, wythers:icy_ocean, MONSTER, minecraft:slime, 80, 4, 4
1024, ocean, wythers:icy_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1025, ocean, wythers:icy_ocean, MONSTER, minecraft:witch, 5, 1, 1
1026, ocean, wythers:icy_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1027, ocean, wythers:icy_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1028, ocean, wythers:icy_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1029, ocean, wythers:icy_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1030, ocean, wythers:icy_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1031, ocean, wythers:icy_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1032, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:spider, 80, 4, 4
1033, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1034, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1035, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1036, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1037, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:slime, 80, 4, 4
1038, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1039, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:witch, 5, 1, 1
1040, ocean, wythers:deep_icy_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1041, ocean, wythers:deep_icy_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1042, ocean, wythers:deep_icy_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1043, ocean, wythers:deep_icy_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1044, ocean, wythers:deep_icy_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1045, ocean, wythers:deep_icy_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1046, none, wythers:glacial_cliffs, MONSTER, minecraft:spider, 80, 4, 4
1047, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
1048, none, wythers:glacial_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
1049, none, wythers:glacial_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
1050, none, wythers:glacial_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
1051, none, wythers:glacial_cliffs, MONSTER, minecraft:slime, 80, 4, 4
1052, none, wythers:glacial_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
1053, none, wythers:glacial_cliffs, MONSTER, minecraft:witch, 5, 1, 1
1054, none, wythers:glacial_cliffs, CREATURE, minecraft:polar_bear, 10, 1, 2
1055, none, wythers:glacial_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
1056, none, wythers:glacial_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1057, beach, wythers:icy_shore, MONSTER, minecraft:spider, 80, 4, 4
1058, beach, wythers:icy_shore, MONSTER, minecraft:zombie, 80, 4, 4
1059, beach, wythers:icy_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1060, beach, wythers:icy_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1061, beach, wythers:icy_shore, MONSTER, minecraft:creeper, 80, 4, 4
1062, beach, wythers:icy_shore, MONSTER, minecraft:slime, 80, 4, 4
1063, beach, wythers:icy_shore, MONSTER, minecraft:enderman, 5, 1, 4
1064, beach, wythers:icy_shore, MONSTER, minecraft:witch, 5, 1, 1
1065, beach, wythers:icy_shore, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1066, beach, wythers:icy_shore, CREATURE, minecraft:polar_bear, 10, 1, 2
1067, beach, wythers:icy_shore, AMBIENT, minecraft:bat, 10, 8, 8
1068, beach, wythers:icy_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1069, none, wythers:cold_stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1070, none, wythers:cold_stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1071, none, wythers:cold_stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1072, none, wythers:cold_stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1073, none, wythers:cold_stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1074, none, wythers:cold_stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1075, none, wythers:cold_stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1076, none, wythers:cold_stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1077, none, wythers:cold_stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1078, none, wythers:cold_stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1079, none, wythers:calcite_coast, MONSTER, minecraft:spider, 80, 4, 4
1080, none, wythers:calcite_coast, MONSTER, minecraft:zombie, 80, 4, 4
1081, none, wythers:calcite_coast, MONSTER, minecraft:zombie_villager, 10, 1, 1
1082, none, wythers:calcite_coast, MONSTER, minecraft:skeleton, 80, 4, 4
1083, none, wythers:calcite_coast, MONSTER, minecraft:creeper, 80, 4, 4
1084, none, wythers:calcite_coast, MONSTER, minecraft:slime, 80, 4, 4
1085, none, wythers:calcite_coast, MONSTER, minecraft:enderman, 5, 1, 4
1086, none, wythers:calcite_coast, MONSTER, minecraft:witch, 5, 1, 1
1087, none, wythers:calcite_coast, AMBIENT, minecraft:bat, 10, 8, 8
1088, none, wythers:calcite_coast, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1089, forest, wythers:phantasmal_forest, MONSTER, minecraft:spider, 50, 4, 4
1090, forest, wythers:phantasmal_forest, MONSTER, minecraft:cave_spider, 50, 4, 4
1091, forest, wythers:phantasmal_forest, MONSTER, minecraft:zombie, 50, 4, 4
1092, forest, wythers:phantasmal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1093, forest, wythers:phantasmal_forest, MONSTER, minecraft:skeleton, 50, 4, 4
1094, forest, wythers:phantasmal_forest, MONSTER, minecraft:stray, 50, 4, 4
1095, forest, wythers:phantasmal_forest, MONSTER, minecraft:creeper, 20, 4, 4
1096, forest, wythers:phantasmal_forest, MONSTER, minecraft:slime, 80, 4, 4
1097, forest, wythers:phantasmal_forest, MONSTER, minecraft:enderman, 5, 1, 4
1098, forest, wythers:phantasmal_forest, MONSTER, minecraft:vex, 10, 2, 2
1099, forest, wythers:phantasmal_forest, MONSTER, minecraft:vindicator, 30, 1, 2
1100, forest, wythers:phantasmal_forest, MONSTER, minecraft:ravager, 10, 1, 1
1101, forest, wythers:phantasmal_forest, MONSTER, minecraft:witch, 5, 3, 4
1102, forest, wythers:phantasmal_forest, MONSTER, whisperwoods:hidebehind, 10, 1, 1
1103, forest, wythers:phantasmal_forest, MONSTER, whisperwoods:zotzpyre, 30, 1, 1
1104, forest, wythers:phantasmal_forest, CREATURE, whisperwoods:wisp, 13, 1, 3
1105, forest, wythers:phantasmal_forest, CREATURE, whisperwoods:hirschgeist, 10, 1, 1
1106, forest, wythers:phantasmal_forest, CREATURE, hexerei:crow, 20, 2, 5
1107, forest, wythers:phantasmal_forest, AMBIENT, minecraft:bat, 10, 8, 8
1108, forest, wythers:phantasmal_forest, AMBIENT, whisperwoods:moth, 10, 1, 3
1109, forest, wythers:phantasmal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1110, none, wythers:warm_stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1111, none, wythers:warm_stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1112, none, wythers:warm_stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1113, none, wythers:warm_stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1114, none, wythers:warm_stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1115, none, wythers:warm_stony_shore, MONSTER, minecraft:slime, 80, 4, 4
